% Model:              cavity-set1-0.01.mph
% freq (Hz)                                       V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))
1.4557189773437122E15                             8.333350790031371E14                              8.335524315769274E14                              8.331913009007168E14                              8.328926744641771E14                              8.316729563061879E14                              8.268991222295002E14                              8.09147883362054E14
1.4558285122554762E15                             8.333350759309789E14                              8.335480075895995E14                              8.331910148110796E14                              8.328920993106235E14                              8.316710144220645E14                              8.268919301441759E14                              8.091227955764052E14
1.4559380471672402E15                             8.333350728638372E14                              8.335437535448052E14                              8.331907274059592E14                              8.328915225274221E14                              8.316690677692485E14                              8.268847213684782E14                              8.090976545141781E14
1.4560475820790042E15                             8.333350698016921E14                              8.335396598273642E14                              8.331904386758962E14                              8.328909441073784E14                              8.31667116329887E14                               8.268774958441295E14                              8.090724600085554E14
1.4561571169907682E15                             8.33335066744531E14                               8.335357175340092E14                              8.33190148611338E14                               8.328903640432522E14                              8.316651600860672E14                              8.268702535125884E14                              8.09047211892058E14
1.4562666519025322E15                             8.333350636923409E14                              8.33531918408689E14                               8.331898572026322E14                              8.328897823277718E14                              8.316631990197685E14                              8.26862994315031E14                               8.090219099965066E14
1.4563761868142962E15                             8.33335060645097E14                               8.335282547848204E14                              8.33189564440037E14                               8.328891989536039E14                              8.316612331128766E14                              8.268557181923725E14                              8.089965541530205E14
1.4564857217260602E15                             8.333350576027905E14                              8.335247195335776E14                              8.331892703137165E14                              8.328886139133896E14                              8.316592623472326E14                              8.268484250852369E14                              8.089711441920694E14
1.4565952566378242E15                             8.333350545654074E14                              8.335213060175815E14                              8.331889748137362E14                              8.328880271997039E14                              8.31657286704502E14                               8.268411149339726E14                              8.089456799433796E14
1.4567047915495885E15                             8.333350515329258E14                              8.335180080492555E14                              8.331886779300605E14                              8.328874388050902E14                              8.31655306166316E14                               8.268337876786514E14                              8.089201612360194E14
1.4568143264613525E15                             8.333350485053386E14                              8.335148198533532E14                              8.331883796525639E14                              8.328868487220502E14                              8.316533207141921E14                              8.268264432590638E14                              8.088945878983295E14
1.4569238613731165E15                             8.333350454826245E14                              8.335117360331894E14                              8.331880799710129E14                              8.328862569430258E14                              8.316513303295648E14                              8.268190816147106E14                              8.088689597579532E14
1.4570333962848805E15                             8.333350424647695E14                              8.335087515401075E14                              8.331877788750679E14                              8.328856634604235E14                              8.316493349937558E14                              8.268117026848291E14                              8.08843276641829E14
1.4571429311966445E15                             8.33335039451754E14                               8.335058616458761E14                              8.331874763542931E14                              8.328850682666015E14                              8.316473346880144E14                              8.268043064083069E14                              8.088175383761814E14
1.4572524661084085E15                             8.333350364435738E14                              8.335030619176615E14                              8.331871723981501E14                              8.328844713538674E14                              8.316453293934619E14                              8.267968927238302E14                              8.087917447865209E14
1.4573620010201725E15                             8.333350334402076E14                              8.335003481953269E14                              8.331868669959929E14                              8.32883872714477E14                               8.316433190911506E14                              8.267894615697279E14                              8.087658956976221E14
1.4574715359319365E15                             8.333350304416395E14                              8.334977165707618E14                              8.331865601370685E14                              8.328832723406516E14                              8.316413037620262E14                              8.267820128840702E14                              8.087399909335641E14
1.4575810708437005E15                             8.333350274478566E14                              8.334951633690959E14                              8.331862518105098E14                              8.328826702245591E14                              8.316392833869211E14                              8.26774546604617E14                               8.087140303176761E14
1.4576906057554645E15                             8.333350244588405E14                              8.334926851315345E14                              8.331859420053475E14                              8.32882066358314E14                               8.316372579466E14                                 8.267670626688474E14                              8.086880136725699E14
1.4578001406672285E15                             8.333350214745784E14                              8.334902785997535E14                              8.331856307104961E14                              8.32881460733984E14                               8.316352274216928E14                              8.267595610139232E14                              8.086619408201261E14
1.4579096755789925E15                             8.333350184950622E14                              8.334879407015198E14                              8.331853179147655E14                              8.328808533435875E14                              8.316331917927504E14                              8.267520415767236E14                              8.086358115814722E14
1.4580192104907565E15                             8.333350155202618E14                              8.334856685376368E14                              8.331850036068411E14                              8.328802441791019E14                              8.316311510402162E14                              8.267445042938196E14                              8.086096257770048E14
1.4581287454025205E15                             8.33335012550177E14                               8.334834593699278E14                              8.331846877753032E14                              8.32879633232441E14                               8.31629105144435E14                               8.267369491014829E14                              8.085833832263832E14
1.4582382803142845E15                             8.333350095847864E14                              8.334813106101919E14                              8.33184370408604E14                               8.32879020495476E14                               8.316270540856475E14                              8.267293759356775E14                              8.085570837484981E14
1.4583478152260485E15                             8.333350066240735E14                              8.33479219810085E14                               8.331840514950912E14                              8.328784059600308E14                              8.316249978439884E14                              8.267217847320584E14                              8.085307271615019E14
1.4584573501378125E15                             8.333350036680292E14                              8.334771846518022E14                              8.331837310229758E14                              8.328777896178619E14                              8.316229363994951E14                              8.267141754259778E14                              8.085043132827979E14
1.4585668850495765E15                             8.333350007166415E14                              8.334752029394869E14                              8.331834089803658E14                              8.328771714606922E14                              8.316208697320912E14                              8.267065479524701E14                              8.084778419290066E14
1.4586764199613405E15                             8.333349977698864E14                              8.334732725913149E14                              8.3318308535523E14                                8.32876551480188E14                               8.316187978215944E14                              8.26698902246275E14                               8.084513129160061E14
1.4587859548731045E15                             8.333349948277544E14                              8.334713916321932E14                              8.331827601354276E14                              8.328759296679538E14                              8.316167206477329E14                              8.266912382417976E14                              8.08424726058899E14
1.4588954897848685E15                             8.333349918902295E14                              8.334695581869994E14                              8.331824333086728E14                              8.328753060155534E14                              8.31614638190108E14                               8.266835558731372E14                              8.083980811720089E14
1.4590050246966325E15                             8.333349889573032E14                              8.334677704743378E14                              8.33182104862571E14                               8.328746805144918E14                              8.316125504282281E14                              8.266758550740701E14                              8.083713780688965E14
1.4591145596083965E15                             8.333349860289552E14                              8.334660268007604E14                              8.33181774784587E14                               8.32874053156216E14                               8.31610457341485E14                               8.266681357780622E14                              8.083446165623386E14
1.4592240945201605E15                             8.333349831051708E14                              8.334643255553912E14                              8.331814430620565E14                              8.328734239321309E14                              8.316083589091624E14                              8.266603979182429E14                              8.083177964643246E14
1.4593336294319245E15                             8.3333498018594E14                                8.334626652049786E14                              8.331811096821802E14                              8.328727928335672E14                              8.316062551104399E14                              8.266526414274419E14                              8.082909175860646E14
1.4594431643436885E15                             8.333349772712488E14                              8.334610442892378E14                              8.331807746320326E14                              8.328721598518272E14                              8.316041459243725E14                              8.266448662381362E14                              8.082639797379686E14
1.4595526992554525E15                             8.333349743610816E14                              8.334594614166101E14                              8.331804378985414E14                              8.328715249781324E14                              8.316020313299264E14                              8.266370722824898E14                              8.082369827296539E14
1.4596622341672165E15                             8.333349714554222E14                              8.33457915260234E14                               8.331800994685021E14                              8.328708882036639E14                              8.31599911305937E14                               8.2662925949234E14                                8.0820992636995E14
1.4597717690789808E15                             8.333349685542622E14                              8.334564045542236E14                              8.331797593285646E14                              8.328702495195408E14                              8.315977858311364E14                              8.266214277991829E14                              8.081828104668685E14
1.4598813039907448E15                             8.333349656575785E14                              8.334549280902288E14                              8.331794174652402E14                              8.328696089168219E14                              8.315956548841368E14                              8.266135771341871E14                              8.081556348276211E14
1.4599908389025088E15                             8.333349627653668E14                              8.334534847141879E14                              8.331790738649022E14                              8.328689663865225E14                              8.315935184434378E14                              8.266057074281852E14                              8.081283992586048E14
1.4601003738142728E15                             8.33334959877611E14                               8.334520733233119E14                              8.331787285137681E14                              8.32868321919582E14                               8.315913764874319E14                              8.265978186116688E14                              8.081011035654029E14
1.4602099087260368E15                             8.333349569942922E14                              8.334506928632861E14                              8.331783813979084E14                              8.328676755068914E14                              8.315892289943882E14                              8.265899106147891E14                              8.080737475527776E14
1.4603194436378008E15                             8.333349541154029E14                              8.334493423256166E14                              8.331780325032552E14                              8.328670271392831E14                              8.315870759424474E14                              8.26581983367368E14                               8.080463310246794E14
1.4604289785495648E15                             8.333349512409289E14                              8.33448020745163E14                               8.331776818155701E14                              8.328663768075344E14                              8.315849173096632E14                              8.265740367988675E14                              8.080188537842096E14
1.4605385134613288E15                             8.333349483708504E14                              8.334467271978666E14                              8.33177329320478E14                               8.328657245023428E14                              8.315827530739361E14                              8.265660708384121E14                              8.079913156336508E14
1.4606480483730928E15                             8.333349455051596E14                              8.334454607985375E14                              8.331769750034381E14                              8.328650702143742E14                              8.315805832130755E14                              8.265580854147716E14                              8.079637163744449E14
1.4607575832848568E15                             8.333349426438445E14                              8.33444220698886E14                               8.331766188497522E14                              8.328644139342091E14                              8.315784077047521E14                              8.26550080456378E14                               8.079360558071979E14
1.4608671181966208E15                             8.333349397868885E14                              8.334430060855766E14                              8.33176260844568E14                               8.328637556523836E14                              8.31576226526529E14                               8.265420558912954E14                              8.079083337316712E14
1.4609766531083848E15                             8.333349369342776E14                              8.334418161784741E14                              8.331759009728656E14                              8.328630953593665E14                              8.315740396558356E14                              8.265340116472448E14                              8.078805499467641E14
1.4610861880201488E15                             8.333349340859991E14                              8.334406502289398E14                              8.331755392194535E14                              8.328624330455654E14                              8.315718470699851E14                              8.265259476515839E14                              8.078527042505406E14
1.4611957229319128E15                             8.333349312420382E14                              8.334395075182978E14                              8.3317517556899E14                                8.32861768701316E14                               8.31569648746163E14                               8.26517863831318E14                               8.07824796440198E14
1.4613052578436768E15                             8.333349284023851E14                              8.334383873563041E14                              8.331748100059456E14                              8.32861102316903E14                               8.315674446614378E14                              8.26509760113078E14                               8.077968263120674E14
1.4614147927554408E15                             8.333349255670258E14                              8.334372890797872E14                              8.331744425146361E14                              8.328604338825418E14                              8.315652347927498E14                              8.265016364231486E14                              8.077687936616234E14
1.461524327667205E15                              8.333349227359471E14                              8.334362120513215E14                              8.33174073079193E14                               8.328597633883865E14                              8.315630191169074E14                              8.264934926874392E14                              8.077406982834604E14
1.461633862578969E15                              8.33334919909137E14                               8.334351556579904E14                              8.33173701683568E14                               8.328590908245215E14                              8.315607976105885E14                              8.264853288314851E14                              8.077125399713014E14
1.461743397490733E15                              8.333349170865751E14                              8.334341193102268E14                              8.331733283115454E14                              8.328584161809674E14                              8.31558570250369E14                               8.26477144780468E14                               8.076843185179919E14
1.461852932402497E15                              8.333349142682582E14                              8.33433102440701E14                               8.33172952946719E14                               8.328577394476888E14                              8.315563370126621E14                              8.264689404591841E14                              8.07656033715484E14
1.461962467314261E15                              8.333349114541678E14                              8.334321045032822E14                              8.331725755725061E14                              8.3285706061456E14                                8.31554097873766E14                               8.264607157920519E14                              8.076276853548478E14
1.462072002226025E15                              8.33334908644295E14                               8.334311249720722E14                              8.331721961721262E14                              8.328563796714139E14                              8.315518528098581E14                              8.264524707031241E14                              8.07599273226266E14
1.462181537137789E15                              8.333349058386191E14                              8.334301633404612E14                              8.331718147286121E14                              8.328556966080035E14                              8.315496017969579E14                              8.264442051160664E14                              8.075707971190138E14
1.462291072049553E15                              8.333349030371308E14                              8.334292191202534E14                              8.331714312248181E14                              8.328550114140128E14                              8.315473448109814E14                              8.264359189541645E14                              8.075422568214538E14
1.462400606961317E15                              8.333349002398282E14                              8.334282918408506E14                              8.331710456433866E14                              8.328543240790639E14                              8.315450818276935E14                              8.264276121403206E14                              8.075136521210728E14
1.462510141873081E15                              8.333348974466809E14                              8.33427381048452E14                               8.331706579667728E14                              8.328536345926996E14                              8.315428128227178E14                              8.264192845970434E14                              8.074849828044098E14
1.462619676784845E15                              8.333348946576892E14                              8.334264863053178E14                              8.33170268177229E14                               8.328529429444E14                                 8.315405377715666E14                              8.264109362464642E14                              8.074562486571094E14
1.462729211696609E15                              8.333348918728368E14                              8.334256071890606E14                              8.331698762568056E14                              8.328522491235734E14                              8.315382566495932E14                              8.264025670103088E14                              8.074274494638912E14
1.462838746608373E15                              8.333348890921068E14                              8.334247432919945E14                              8.331694821873405E14                              8.328515531195609E14                              8.31535969432011E14                               8.26394176809919E14                               8.073985850085462E14
1.462948281520137E15                              8.3333488631549E14                                8.334238942204668E14                              8.331690859504701E14                              8.328508549216191E14                              8.315336760939222E14                              8.263857655662355E14                              8.07369655073929E14
1.463057816431901E15                              8.333348835429785E14                              8.334230595943025E14                              8.331686875276144E14                              8.328501545189459E14                              8.315313766102559E14                              8.263773331998042E14                              8.073406594419695E14
1.463167351343665E15                              8.3333488077455E14                                8.334222390461909E14                              8.331682868999781E14                              8.328494519006589E14                              8.315290709558201E14                              8.263688796307606E14                              8.073115978936418E14
1.463276886255429E15                              8.333348780101992E14                              8.33421432221183E14                               8.331678840485445E14                              8.328487470558032E14                              8.315267591052768E14                              8.263604047788422E14                              8.072824702089958E14
1.463386421167193E15                              8.333348752499126E14                              8.334206387761438E14                              8.331674789540924E14                              8.328480399733555E14                              8.315244410331386E14                              8.263519085633844E14                              8.072532761671248E14
1.463495956078957E15                              8.333348724936772E14                              8.334198583792875E14                              8.331670715971511E14                              8.32847330642205E14                               8.315221167137838E14                              8.263433909032942E14                              8.072240155461346E14
1.463605490990721E15                              8.333348697414775E14                              8.33419090709704E14                               8.331666619580386E14                              8.328466190511815E14                              8.315197861214314E14                              8.263348517170865E14                              8.071946881232211E14
1.463715025902485E15                              8.333348669933101E14                              8.334183354569135E14                              8.331662500168312E14                              8.328459051890209E14                              8.315174492301699E14                              8.263262909228555E14                              8.071652936745844E14
1.463824560814249E15                              8.333348642491489E14                              8.334175923204509E14                              8.33165835753383E14                               8.32845189044401E14                               8.315151060139256E14                              8.263177084382732E14                              8.071358319754646E14
1.463934095726013E15                              8.333348615089991E14                              8.334168610094684E14                              8.331654191472998E14                              8.328444706059032E14                              8.315127564464856E14                              8.263091041805939E14                              8.071063028001206E14
1.464043630637777E15                              8.333348587728311E14                              8.334161412423358E14                              8.331650001779475E14                              8.328437498620485E14                              8.315104005014852E14                              8.263004780666572E14                              8.070767059218374E14
1.464153165549541E15                              8.333348560406446E14                              8.334154327463055E14                              8.331645788244425E14                              8.328430268012669E14                              8.315080381524028E14                              8.262918300128651E14                              8.070470411129098E14
1.464262700461305E15                              8.33334853312422E14                               8.334147352571476E14                              8.331641550656631E14                              8.328423014119095E14                              8.315056693725745E14                              8.26283159935196E14                               8.07017308144646E14
1.464372235373069E15                              8.333348505881545E14                              8.334140485188212E14                              8.331637288802178E14                              8.328415736822512E14                              8.315032941351684E14                              8.262744677491962E14                              8.06987506787358E14
1.4644817702848332E15                             8.333348478678288E14                              8.334133722831621E14                              8.331633002464824E14                              8.328408436004935E14                              8.315009124132084E14                              8.262657533699852E14                              8.069576368103531E14
1.4645913051965972E15                             8.333348451514329E14                              8.33412706309581E14                               8.331628691425444E14                              8.328401111547375E14                              8.314985241795605E14                              8.262570167122328E14                              8.069276979819344E14
1.4647008401083612E15                             8.333348424389572E14                              8.334120503647792E14                              8.33162435546252E14                               8.328393763330195E14                              8.314961294069345E14                              8.262482576901802E14                              8.068976900694036E14
1.4648103750201252E15                             8.333348397303861E14                              8.33411404222476E14                               8.331619994351589E14                              8.32838639123276E14                               8.314937280678728E14                              8.262394762176271E14                              8.068676128390274E14
1.4649199099318892E15                             8.333348370257076E14                              8.33410767663141E14                               8.331615607865704E14                              8.328378995133769E14                              8.314913201347692E14                              8.262306722079215E14                              8.068374660560715E14
1.4650294448436532E15                             8.333348343249119E14                              8.33410140473743E14                               8.331611195775074E14                              8.328371574910959E14                              8.314889055798485E14                              8.262218455739635E14                              8.068072494847588E14
1.4651389797554172E15                             8.333348316279895E14                              8.334095224475248E14                              8.331606757846988E14                              8.328364130441232E14                              8.314864843751775E14                              8.262129962282085E14                              8.06776962888282E14
1.4652485146671812E15                             8.333348289349251E14                              8.33408913383749E14                               8.331602293845992E14                              8.328356661600734E14                              8.314840564926505E14                              8.262041240826578E14                              8.067466060288052E14
1.4653580495789452E15                             8.333348262457088E14                              8.334083130875101E14                              8.331597803533689E14                              8.328349168264546E14                              8.314816219040104E14                              8.261952290488476E14                              8.067161786674498E14
1.4654675844907092E15                             8.333348235603292E14                              8.334077213695099E14                              8.331593286668799E14                              8.328341650307051E14                              8.314791805808175E14                              8.261863110378609E14                              8.066856805642646E14
1.4655771194024732E15                             8.333348208787695E14                              8.334071380458465E14                              8.331588743006939E14                              8.328334107601665E14                              8.314767324944729E14                              8.261773699603146E14                              8.06655111478283E14
1.4656866543142372E15                             8.333348182010258E14                              8.334065629378359E14                              8.331584172300816E14                              8.328326540020902E14                              8.314742776162109E14                              8.261684057263632E14                              8.066244711674465E14
1.4657961892260012E15                             8.333348155270835E14                              8.334059958718425E14                              8.331579574299949E14                              8.328318947436422E14                              8.314718159170815E14                              8.261594182456961E14                              8.065937593886484E14
1.4659057241377652E15                             8.333348128569336E14                              8.334054366790641E14                              8.331574948750838E14                              8.328311329718971E14                              8.314693473679741E14                              8.261504074275218E14                              8.065629758976941E14
1.4660152590495292E15                             8.333348101905562E14                              8.33404885195402E14                               8.331570295396672E14                              8.328303686738338E14                              8.314668719396068E14                              8.261413731805755E14                              8.06532120449348E14
1.4661247939612932E15                             8.333348075279522E14                              8.334043412612769E14                              8.331565613977494E14                              8.328296018363398E14                              8.314643896024998E14                              8.261323154131205E14                              8.06501192797258E14
1.4662343288730572E15                             8.333348048690955E14                              8.334038047214792E14                              8.331560904230064E14                              8.32828832446213E14                               8.314619003270226E14                              8.261232340329358E14                              8.06470192693989E14
1.4663438637848215E15                             8.333348022139898E14                              8.334032754250262E14                              8.331556165887771E14                              8.328280604901549E14                              8.314594040833442E14                              8.261141289473126E14                              8.064391198910291E14
1.4664533986965855E15                             8.333347995626161E14                              8.334027532250185E14                              8.331551398680611E14                              8.328272859547684E14                              8.314569008414705E14                              8.261050000630555E14                              8.064079741387646E14
1.4665629336083495E15                             8.33334796914963E14                               8.334022379784842E14                              8.331546602335186E14                              8.328265088265682E14                              8.314543905712144E14                              8.26095847286484E14                               8.063767551864632E14
1.4666724685201135E15                             8.333347942710212E14                              8.334017295462795E14                              8.331541776574579E14                              8.328257290919659E14                              8.314518732422014E14                              8.260866705234212E14                              8.063454627822811E14
1.4667820034318775E15                             8.333347916307772E14                              8.334012277929356E14                              8.33153692111836E14                               8.328249467372776E14                              8.314493488238882E14                              8.26077469679187E14                               8.063140966732849E14
1.4668915383436415E15                             8.333347889942258E14                              8.334007325865518E14                              8.331532035682362E14                              8.32824161748721E14                               8.31446817285518E14                               8.26068244658606E14                               8.062826566053989E14
1.4670010732554055E15                             8.33334786361351E14                               8.334002437986738E14                              8.331527119978871E14                              8.32823374112416E14                               8.314442785961692E14                              8.260589953659988E14                              8.062511423234068E14
1.4671106081671695E15                             8.333347837321394E14                              8.333997613041851E14                              8.331522173716402E14                              8.328225838143754E14                              8.314417327247118E14                              8.260497217051774E14                              8.062195535709859E14
1.4672201430789335E15                             8.333347811065859E14                              8.33399284981196E14                               8.331517196599698E14                              8.328217908405262E14                              8.31439179639841E14                               8.260404235794448E14                              8.061878900906521E14
1.4673296779906975E15                             8.333347784846746E14                              8.333988147109421E14                              8.331512188329689E14                              8.328209951766691E14                              8.314366193100255E14                              8.260311008915825E14                              8.061561516238024E14
1.4674392129024615E15                             8.333347758663979E14                              8.333983503776792E14                              8.331507148603231E14                              8.328201968085281E14                              8.314340517035728E14                              8.260217535438666E14                              8.061243379106464E14
1.4675487478142255E15                             8.333347732517414E14                              8.333978918685988E14                              8.331502077113446E14                              8.328193957217015E14                              8.314314767885702E14                              8.260123814380449E14                              8.060924486902566E14
1.4676582827259895E15                             8.333347706407006E14                              8.333974390737301E14                              8.331496973549191E14                              8.32818591901696E14                               8.314288945329019E14                              8.260029844753419E14                              8.060604837005416E14
1.4677678176377535E15                             8.333347680332584E14                              8.33396991885844E14                               8.331491837595325E14                              8.328177853339066E14                              8.314263049042615E14                              8.259935625564529E14                              8.060284426782356E14
1.4678773525495175E15                             8.333347654294046E14                              8.333965502003782E14                              8.331486668932468E14                              8.328169760036241E14                              8.314237078701292E14                              8.259841155815466E14                              8.059963253588926E14
1.4679868874612815E15                             8.3333476282913E14                                8.333961139153581E14                              8.331481467237126E14                              8.328161638960274E14                              8.314211033977795E14                              8.259746434502466E14                              8.059641314768981E14
1.4680964223730455E15                             8.333347602324278E14                              8.333956829313022E14                              8.331476232181338E14                              8.328153489961872E14                              8.314184914542774E14                              8.259651460616525E14                              8.059318607654256E14
1.4682059572848095E15                             8.333347576392819E14                              8.33395257151159E14                               8.331470963432749E14                              8.328145312890725E14                              8.314158720064735E14                              8.259556233143084E14                              8.058995129564671E14
1.4683154921965735E15                             8.333347550496795E14                              8.333948364802241E14                              8.33146566065463E14                               8.32813710759527E14                               8.314132450209974E14                              8.259460751062155E14                              8.058670877808241E14
1.4684250271083375E15                             8.333347524636159E14                              8.33394420826082E14                               8.33146032350572E14                               8.328128873922948E14                              8.314106104642789E14                              8.259365013348274E14                              8.058345849680738E14
1.4685345620201015E15                             8.333347498810779E14                              8.333940100985259E14                              8.331454951639986E14                              8.328120611719931E14                              8.314079683025099E14                              8.25926901897052E14                               8.058020042465776E14
1.4686440969318655E15                             8.333347473020598E14                              8.333936042094992E14                              8.331449544706885E14                              8.328112320831471E14                              8.314053185016672E14                              8.259172766892225E14                              8.057693453434922E14
1.4687536318436295E15                             8.333347447265385E14                              8.333932030730181E14                              8.33144410235096E14                               8.328104001101425E14                              8.314026610275036E14                              8.259076256071275E14                              8.057366079847339E14
1.4688631667553935E15                             8.33334742154516E14                               8.333928066051411E14                              8.331438624211974E14                              8.328095652372645E14                              8.313999958455439E14                              8.258979485459795E14                              8.057037918949815E14
1.4689727016671575E15                             8.333347395859798E14                              8.333924147238722E14                              8.331433109924695E14                              8.328087274486715E14                              8.313973229210761E14                              8.258882454004278E14                              8.05670896797703E14
